conversation_id,conversation_topic,chat_type,domain,conv_has_task,is_task_evidence,message_id,message_index,from_user,content,has_task,task_sub_class,task_type,is_important,attribution,assignee,edge_case,notes
c4ef5831-42e6-4adb-a24b-25ff69d5869e,Production Incident — API Gateway Outage,OneOnOne,Engineering,True,False,8c419d96-5302-4877-a597-57596caa98b6,12,davidpark,Thanks Alex. Good handling tonight. Let's make sure we add deployment validation gates to prevent this class of issue.,False,Neither,,False,,,suggestion_not_task,Praise + suggestion. 'Let's make sure' without specific assignee/deadline = not a task
c4ef5831-42e6-4adb-a24b-25ff69d5869e,Production Incident — API Gateway Outage,OneOnOne,Engineering,True,False,9cec0218-6c10-4df9-b88f-0a24d402d581,13,alexkumar,Agreed. I'll add it to the postmortem action items.,False,Neither,,False,,,,Acknowledgment + commitment
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,True,9c421553-e74c-4711-930c-1af6b4dd03d2,0,alexkumar,"Priya, can you review the API v3 migration PR? It's PR #847. I want to ship this by end of sprint.",True,RfA,Review / Approval,False,Implicit,priyasharma,,Review request in 1:1 → attribute to non-sender
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,False,e05b77d8-25bc-4a9e-abbc-4e72e2fefef5,1,priyasharma,"Sure, I'll take a look this afternoon. Is there a specific area you want me to focus on?",False,Neither,,False,,,,Question back to Alex — needs response
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,False,1c65771f-2ac0-4e67-a8a5-b363ef791cac,2,alexkumar,Mainly the pagination logic and the rate limiting changes. Those are the riskiest parts. The rest is mostly boilerplate.,False,Neither,,False,,,,Informational response to question
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,True,14f7f6e6-c775-4a77-bacb-c26a28a3dff2,3,priyasharma,Got it. One question — did you run the load tests against the new pagination? Last time we had issues with cursor-based pagination under high concurrency.,True,RfK,Question,False,Implicit,alexkumar,,Technical question requiring information
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,True,c83951b3-ff51-4369-a010-15c07a6fe192,4,alexkumar,Good catch. I ran the basic load test but not the high-concurrency scenario. Can you include that in your review? Run the k6 suite with the 500-concurrent profile.,True,RfA,Action Request,False,Implicit,priyasharma,,Action request — run specific test suite
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,False,ce1f56e9-dba2-4f1e-8ff5-19bd00c1f8fd,5,priyasharma,Will do. I should have the review and load test results back to you by tomorrow morning.,False,Neither,,False,,,,Commitment by sender
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,False,b94d4574-05f9-4f65-98d0-0dc28f4f1517,6,alexkumar,"Perfect. Also, are you still on track to finish the webhook refactor this sprint?",False,Neither,,False,,,,Status question about another work item
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,False,113cdb9b-8482-41e2-963c-55837b85d8c6,7,priyasharma,"Yes, I'm about 80% done. The event filtering piece is the last part. Should have it wrapped up by Thursday.",False,Neither,,False,,,,Status update — no task
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,False,da26e895-b00d-49b8-beee-7a82616039ee,8,alexkumar,Great. Let me know if you hit any blockers.,False,Neither,,False,,,courtesy_not_task,Courtesy offer — not a specific task. 'Let me know if...' = FALSE
735287ab-dbb7-4dc9-bb11-b6a2a883dbbc,API v3 Migration — Code Review,OneOnOne,Engineering,True,False,9afa547b-c54c-4399-9bc3-34e06daaf3f9,9,priyasharma,Will do. Thanks Alex.,False,Neither,,False,,,,Acknowledgment
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,6aab6f40-5cfa-4c7b-b134-3142dcda2dcf,0,michaelchen,"Sofia, what's happening with the Contoso deal? I just got a ping from Sarah — they mentioned it in the exec sync.",False,Neither,,True,,,,Status request escalated from CEO → Important
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,65384bf7-5faa-4ed9-8254-8d4c80abd1f1,1,sofiarodriguez,"It's complicated. Their CISO flagged data residency concerns during the security review last week. They want all data stored in the EU, and our current architecture doesn't support region-specific data isolation.",False,Neither,,True,,,,Important context — deals with a $2.4M deal blocker
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,True,ee55d868-af7f-4189-9c88-ee56b0322c97,2,michaelchen,This is a $2.4M deal. We can't lose it over infrastructure. What's the timeline — when do they need an answer?,True,RfK,Question,True,Implicit,sofiarodriguez,,Revenue-critical question + urgency
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,True,be067c07-c388-40ed-82fd-a2fed4321684,3,sofiarodriguez,"They gave us until end of next week. Their procurement cycle closes March 31 — if we miss that, the deal slips to Q3 at best, or they go with Smartsheet.",False,Neither,,True,,,,Escalation context — hard deadline with revenue consequence
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,7209066d-3209-41e8-99ca-02c6f7d65819,4,michaelchen,"OK, I need you to do three things ASAP: 1) Set up a call with David's team to assess the EU data residency feasibility, 2) Draft a risk mitigation proposal for Contoso showing our roadmap, 3) Loop in Amanda to review any GDPR implications.",False,Neither,,True,,,,Multi-step delegation with ASAP urgency + revenue risk → Important
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,9c291f63-179c-4046-a577-7ebdc8d026c2,5,sofiarodriguez,On it. I've already pinged David's team for availability. I'll have the draft proposal ready by tomorrow EOD.,False,Neither,,False,,,,Commitment by sender
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,19966e09-728f-4bde-8e0e-38184b3e9b38,6,michaelchen,Good. Keep me updated every day until this is resolved. I'm going to brief Sarah separately.,False,Neither,,False,,,,"Informational — Michael's own plan, no new task for Sofia beyond what's assigned"
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,480d1ba5-c121-4c54-b8d8-efba503d208c,7,sofiarodriguez,Will do. One more thing — should I offer them a price concession to sweeten the deal while we work on the technical side?,False,Neither,,False,,,,Decision request — Sofia needs Michael's guidance
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,0c2d92df-bcb7-4962-8f67-32fb3d2e3955,8,michaelchen,"Not yet. Let's see if the technical path works first. If we need to, I'll approve up to 10% off but I want that as a last resort. Don't mention it to them proactively.",False,Neither,,False,,,,Decision response — informational
1febec03-50a8-4ada-925f-ca67c90d17fd,Contoso Enterprise Deal — At Risk,OneOnOne,Sales,True,False,2e6b4ec4-951c-40d9-a833-718039bcf7ac,9,sofiarodriguez,Understood. I'll focus on the technical path first.,False,Neither,,False,,,,Acknowledgment
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,False,8f271fee-6204-4fb5-9815-496905fc764d,0,daniellewright,"Sarah, I've completed the analysis on the proposed restructuring. Can we discuss the recommendations?",False,Neither,,False,,,,Availability request — needs Sarah to confirm she can discuss
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,False,27be7f7e-4e39-4c13-9474-4bed846eb140,1,sarahmitchell,"Yes, go ahead.",False,Neither,,False,,,,Acknowledgment / go-ahead
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,False,f72b5b38-e4fd-452c-b23a-eefd443ba42e,2,daniellewright,"Based on the data, I'm recommending we consolidate the Customer Success and Support teams under Maria. Derek's team would report to her directly. This saves a headcount at the manager level and improves handoff efficiency.",False,Neither,,False,,,,Informational/recommendation — no task for Sarah yet
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,False,d24771ff-4047-40f0-b04f-bd7274b37f8f,3,sarahmitchell,What's the impact on Derek? Is he being let go?,False,Neither,,True,,,,Question about personnel impact → Important due to leadership/HR sensitivity
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,False,fdec4761-ef8e-4ed8-a8db-20d860d27e4d,4,daniellewright,"No, the recommendation is to transition him to a senior IC role — Support Engineering Lead. Same comp band, different scope. I've modeled it both ways and this preserves the team's institutional knowledge.",False,Neither,,False,,,,Informational response
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,True,4c30474d-0924-4342-b2a3-448450a80143,5,sarahmitchell,I like that approach. Has Legal reviewed the restructuring for any compliance issues?,True,RfK,Question,False,Implicit,daniellewright,,Compliance question
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,True,737af2a5-bae8-4ce9-9eee-de3bbbfecf53,6,daniellewright,Amanda reviewed the draft plan last week. She flagged that we need to update the employee handbook and send formal notifications 30 days before the effective date. I have the timeline mapped out.,False,Neither,,False,,,,Informational — answering the question
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,True,1a630fec-23f5-4291-b052-f015e1fd7c06,7,sarahmitchell,"Good. Let's target June 1 for the effective date. That gives us enough runway. Please prepare the formal proposal with the full timeline, role changes, and communication plan. I need it by next Friday for the leadership review.",True,RfA,Delegation,True,Implicit,daniellewright,,Delegation with deadline + org-wide impact → Important
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,True,eb89c88d-93d2-40bc-a489-fb0859081b5d,8,daniellewright,"I'll have it ready. One question — do you want me to include a draft communication for the affected employees, or should we wait for leadership sign-off first?",True,RfK,Decision Request,False,Implicit,sarahmitchell,,Decision request — process question
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,True,d0e10ec3-76bc-4f29-a902-ec5a076fe71b,9,sarahmitchell,Draft it now so we're ready to move fast after sign-off. But mark it clearly as DRAFT — don't share it beyond us and Amanda.,False,Neither,,False,,,,Decision response — informational
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,False,c612fa5d-5268-404a-871b-0a7972d738a8,10,daniellewright,Understood. Will keep it tightly held.,False,Neither,,False,,,,Acknowledgment
0f64be13-6f0e-4912-b44d-f3acd5fcb008,Q2 Org Restructuring — Confidential,OneOnOne,Human Resources,True,False,671cef08-248e-4fc5-936d-8564c2c2262f,11,sarahmitchell,Thanks Danielle. This is sensitive — please don't discuss with anyone outside of this until leadership approves.,False,Neither,,False,,,,Guidance — no new task
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,ba029972-42bc-4ff4-a707-e79e75311ad2,0,laurakim,"Chris, where are we on the spring campaign blog posts? We need 3 posts live by March 20.",False,Neither,,False,,,,Status request with deadline context
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,6f8e4ecc-7c45-4c86-96d5-23869806914e,1,chrisevans,"Post 1 is in final edit. Post 2 draft is done, needs your review. Post 3 I'm still outlining — the customer story angle needs more input from Maria on the success metrics.",False,Neither,,False,,,,Status update — no task
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,True,8c1d37f4-f2c5-4e0e-ae14-32964eb5d2af,2,laurakim,Can you send me the Post 2 draft? I'll review it today.,True,RfA,Action Request,False,Implicit,chrisevans,,Action request — send the draft
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,True,1c4c87aa-0c44-4588-9db1-c8a8e993b304,3,chrisevans,Just shared it in the Marketing shared drive. It's in the Spring Campaign folder.,False,Neither,,False,,,,Completion report — already done
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,True,dfe2993c-d91c-447d-b106-a4055322bd1d,4,laurakim,Great. For Post 3 — reach out to Maria directly and get the Pinnacle Logistics success metrics. Don't wait for her to come to you.,True,RfA,Action Request,False,Implicit,chrisevans,,Direct action request
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,acf122a8-deb3-436c-b250-d32d56ac8d91,5,chrisevans,"Will do. Should I also include a quote from the customer in the blog post, or keep it to our internal metrics?",False,Neither,,False,,,,Decision request — content direction
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,c32842d2-d1ca-41b5-9f9c-634eb657c50c,6,laurakim,Include a customer quote if they've approved it. Check with Maria — she should have the testimonial clearance from their marketing team.,False,Neither,,False,,,,Decision response — informational
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,d8fa84ae-9013-4c1c-b0a6-e4c0cb863396,7,chrisevans,Got it. I'll coordinate with Maria and have the Post 3 draft ready by Friday.,False,Neither,,False,,,,Commitment by sender
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,a53ed268-96e7-4faf-94ce-9bc0a2b01887,8,laurakim,"Sounds good. Also, have you updated the social media calendar with the promotion schedule for these posts?",False,Neither,,False,,,,Question — checking completeness
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,09490fd0-e50f-402c-bfa0-3975bf5a2f78,9,chrisevans,"Not yet, I'll do that this afternoon. I was waiting until the posts were finalized so the dates are accurate.",False,Neither,,False,,,,Status + commitment — no task for Laura
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,f93f199b-374f-427f-aa05-b4e542a0bf30,10,laurakim,"OK, just make sure it's done before the team sync on Thursday. Jenna will need the schedule for social planning.",False,Neither,,False,,,reminder_not_new_task,"Reminder/context — not a new task, reinforcing the existing commitment"
e2a9068b-7b7a-45d4-9d9d-3a317992978d,Spring Campaign — Content and Assets,OneOnOne,Marketing,True,False,906eaa60-b8fc-4d0c-9267-1453376bed9c,11,chrisevans,Will have it ready by Wednesday EOD.,False,Neither,,False,,,,Commitment
ba6864c3-1607-4cd1-b23e-65c77f3bdecf,SOC 2 Audit Preparation,OneOnOne,Legal,True,False,b9080932-1381-43f0-b42b-302fa058b825,0,amandafoster,"Kevin, the SOC 2 auditors are coming on-site in 3 weeks. I need the financial controls documentation updated and ready for review. Where do we stand?",False,Neither,,True,,,,Status request + audit deadline → Important
ba6864c3-1607-4cd1-b23e-65c77f3bdecf,SOC 2 Audit Preparation,OneOnOne,Legal,True,False,b7f8962c-e032-4d1d-a097-f1c6e9583ba4,1,kevinzhang,The revenue recognition controls are updated. Expense management controls are about 70% done. The biggest gap is the vendor payment authorization documentation — David's team made some changes to the approval workflow last quarter and it hasn't been documented yet.,False,Neither,,False,,,,Status update — informational
